seller_id,seller_type,power_seller_status,price,currency_id,item_id,category_id,buying_mode,category_path,vertical,item_condition,listing_type_id,item_status,deal_ids,catalog_listing,vip_version,seo,domain_id,description_type,city,neighborhood,state,gallery_pattern,comparator_available,price_comparison_available,price_comparison_position,has_good_price,whatsapp_available,whatsapp_integration_available,map_item_attributes,new_wording_free,available_consumer_credit,has_seller_level_kyc,has_highlighted_sale_specs,verified,,,X
96698677,car_dealer,silver,24990,USD,MLA1368741115,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,"{'seo_experiments': {'status': 'success', 'experiment_list': [{'id': 'vpp_ping', 'is_enabled': False, 'is_active': False, 'should_apply': False, 'group': 'Control', 'executed_successfully': True}]}, 'seo_top_keywords': [{'keyword': 'toyota rav4', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'dodge ram', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'f150', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'pt cruiser', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'vito', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'gacel', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'f150 raptor', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}]}",MLA-CARS_AND_VANS,none,Capital Federal,Puerto Madero,Capital Federal,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,"[{'id': 'BRAND', 'name': 'Marca', 'value_id': '60249', 'value_name': 'Volkswagen'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '8818143', 'value_name': 'Nivus'}, {'id': 'VEHICLE_YEAR', 'name': 'A̱o', 'value_id': '6730991', 'value_name': '2020'}]",TRUE,FALSE,TRUE,TRUE,FALSE,,,X
31089505,car_dealer,silver,34500,USD,MLA1368701909,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,"{'seo_experiments': {'status': 'success', 'experiment_list': [{'id': 'vpp_ping', 'is_enabled': False, 'is_active': False, 'should_apply': False, 'group': 'Control', 'executed_successfully': True}]}, 'seo_top_keywords': [{'keyword': 'dodge journey', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'ram 1500', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'vento', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'hyundai tucson 2008', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'peugeot boxer', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'autos automaticos', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'corolla 2021', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}]}",MLA-CARS_AND_VANS,none,San Isidro,Acassuso,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,"[{'id': 'BRAND', 'name': 'Marca', 'value_id': '66352', 'value_name': 'BMW'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '66351', 'value_name': 'Serie 1'}, {'id': 'VEHICLE_YEAR', 'name': 'A̱o', 'value_id': '436694', 'value_name': '2017'}]",TRUE,FALSE,TRUE,TRUE,FALSE,,,X
96698677,car_dealer,silver,17890000,ARS,MLA1368539079,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,"{'seo_experiments': {'status': 'success', 'experiment_list': [{'id': 'vpp_ping', 'is_enabled': False, 'is_active': False, 'should_apply': False, 'group': 'Control', 'executed_successfully': True}]}, 'seo_top_keywords': [{'keyword': 'jeep wrangler', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'suzuki jimny', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'land rover defender', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'hrv 2017', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'corolla 2010', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'captur', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'amarok usadas', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}]}",MLA-CARS_AND_VANS,none,Capital Federal,Puerto Madero,Capital Federal,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.85,FALSE,TRUE,FALSE,"[{'id': 'BRAND', 'name': 'Marca', 'value_id': '60297', 'value_name': 'Toyota'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '11510704', 'value_name': 'Corolla Cross'}, {'id': 'VEHICLE_YEAR', 'name': 'A̱o', 'value_id': '12023859', 'value_name': '2023'}]",TRUE,FALSE,TRUE,TRUE,FALSE,,,X
1362464781,car_dealer,silver,3390000,ARS,MLA1368610045,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,"{'seo_experiments': {'status': 'success', 'experiment_list': [{'id': 'vpp_ping', 'is_enabled': False, 'is_active': False, 'should_apply': False, 'group': 'Control', 'executed_successfully': True}]}, 'seo_top_keywords': [{'keyword': 'toyota hilux', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'suzuki swift', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'fiat ducato', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'renault symbol', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'nissan np300', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'toyota 4runner', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'econoline', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}]}",MLA-CARS_AND_VANS,plain_text,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.08,FALSE,TRUE,FALSE,"[{'id': 'BRAND', 'name': 'Marca', 'value_id': '60249', 'value_name': 'Volkswagen'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '389632', 'value_name': 'Up!'}, {'id': 'VEHICLE_YEAR', 'name': 'A̱o', 'value_id': '423562', 'value_name': '2016'}]",TRUE,FALSE,TRUE,TRUE,FALSE,,,X
1362464781,car_dealer,silver,31990,USD,MLA1368474067,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,"{'seo_experiments': {'status': 'success', 'experiment_list': [{'id': 'vpp_ping', 'is_enabled': False, 'is_active': False, 'should_apply': False, 'group': 'Control', 'executed_successfully': True}]}, 'seo_top_keywords': [{'keyword': 'ford ranger', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'mitsubishi montero', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'rav4', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'saveiro cross', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'lumina', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'h100', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'auto', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}]}",MLA-CARS_AND_VANS,plain_text,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,"[{'id': 'BRAND', 'name': 'Marca', 'value_id': '60395', 'value_name': 'Jeep'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '16696', 'value_name': 'Compass'}, {'id': 'VEHICLE_YEAR', 'name': 'A̱o', 'value_id': '460382', 'value_name': '2018'}]",TRUE,FALSE,TRUE,TRUE,FALSE,,,X
1362464781,car_dealer,silver,51990,USD,MLA1410238328,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,"{'seo_experiments': {'status': 'success', 'experiment_list': [{'id': 'vpp_ping', 'is_enabled': False, 'is_active': False, 'should_apply': False, 'group': 'Control', 'executed_successfully': True}]}, 'seo_top_keywords': [{'keyword': 'compass', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'ford f150', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'mitsubishi l200', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'chevrolet avalanche', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'daewoo matiz', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'chevrolet cruze 2015', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'grand caravan', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}]}",MLA-CARS_AND_VANS,none,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,"[{'id': 'BRAND', 'name': 'Marca', 'value_id': '60297', 'value_name': 'Toyota'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '389608', 'value_name': 'SW4'}, {'id': 'VEHICLE_YEAR', 'name': 'A̱o', 'value_id': '8197742', 'value_name': '2021'}]",TRUE,FALSE,TRUE,TRUE,FALSE,,,X
1362464781,car_dealer,silver,12990000,ARS,MLA1410225666,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,"{'seo_experiments': {'status': 'success', 'experiment_list': [{'id': 'vpp_ping', 'is_enabled': False, 'is_active': False, 'should_apply': False, 'group': 'Control', 'executed_successfully': True}]}, 'seo_top_keywords': [{'keyword': 'toyota hilux', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'suzuki swift', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'fiat ducato', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'renault symbol', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'nissan np300', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'toyota 4runner', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'econoline', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}]}",MLA-CARS_AND_VANS,none,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.65,FALSE,TRUE,FALSE,"[{'id': 'BRAND', 'name': 'Marca', 'value_id': '67781', 'value_name': 'Fiat'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '389627', 'value_name': 'Toro'}, {'id': 'VEHICLE_YEAR', 'name': 'A̱o', 'value_id': '8197742', 'value_name': '2021'}]",TRUE,FALSE,TRUE,TRUE,FALSE,,,X
1362464781,car_dealer,silver,16200000,ARS,MLA1410212432,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,"{'seo_experiments': {'status': 'success', 'experiment_list': [{'id': 'vpp_ping', 'is_enabled': False, 'is_active': False, 'should_apply': False, 'group': 'Control', 'executed_successfully': True}]}, 'seo_top_keywords': [{'keyword': 'toyota hilux', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'suzuki swift', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'fiat ducato', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'renault symbol', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'nissan np300', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'toyota 4runner', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'econoline', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}]}",MLA-CARS_AND_VANS,plain_text,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.25,FALSE,TRUE,FALSE,"[{'id': 'BRAND', 'name': 'Marca', 'value_id': '66432', 'value_name': 'Ford'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '67572', 'value_name': 'Maverick'}, {'id': 'VEHICLE_YEAR', 'name': 'A̱o', 'value_id': '12023859', 'value_name': '2023'}]",TRUE,FALSE,TRUE,TRUE,FALSE,,,X
115745345,car_dealer,silver,45000,USD,MLA1364659711,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,"{'seo_experiments': {'status': 'success', 'experiment_list': [{'id': 'vpp_ping', 'is_enabled': False, 'is_active': False, 'should_apply': False, 'group': 'Control', 'executed_successfully': True}]}, 'seo_top_keywords': [{'keyword': 'toyota hilux', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'suzuki swift', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'fiat ducato', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'renault symbol', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'nissan np300', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'toyota 4runner', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'econoline', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}]}",MLA-CARS_AND_VANS,plain_text,Escobar,Bel̩n de Escobar,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,"[{'id': 'BRAND', 'name': 'Marca', 'value_id': '1089', 'value_name': 'Hyundai'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '64669', 'value_name': 'Santa Fe'}, {'id': 'VEHICLE_YEAR', 'name': 'A̱o', 'value_id': '460382', 'value_name': '2018'}]",TRUE,FALSE,TRUE,TRUE,FALSE,,,X
1362464781,car_dealer,silver,15990000,ARS,MLA1368520663,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,"{'seo_experiments': {'status': 'success', 'experiment_list': [{'id': 'vpp_ping', 'is_enabled': False, 'is_active': False, 'should_apply': False, 'group': 'Control', 'executed_successfully': True}]}, 'seo_top_keywords': [{'keyword': 'toyota rav4', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'dodge ram', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'f150', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'pt cruiser', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'vito', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'gacel', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}, {'keyword': 'f150 raptor', 'keyword_source': 'EVERGREEN_KEYWORDS', 'keyword_category_id': 'MLA1744'}]}",MLA-CARS_AND_VANS,plain_text,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,"[{'id': 'BRAND', 'name': 'Marca', 'value_id': '66432', 'value_name': 'Ford'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '9836865', 'value_name': 'Territory'}, {'id': 'VEHICLE_YEAR', 'name': 'A̱o', 'value_id': '12023859', 'value_name': '2023'}]",TRUE,FALSE,TRUE,TRUE,FALSE,,,X
