user1,mean
669838,3
669854,2
669924,3
669963,3
670037,2
670053,3
670070,3
670091,2
670137,2
670174,3
670235,3
670302,3
670311,3
670379,3
670415,3
670498,3
670539,2
670589,3
670667,3
670672,2
670707,3
670728,3
670737,3
670739,3
670744,3
670745,3
670751,3
670775,3
670799,2
670832,3
670899,3
671004,3
671090,3
671158,3
671186,3
671200,2.952380952
671203,3
671327,3
671364,3
671420,3
671478,3
671563,2
671620,3
671705,3
671720,2
671727,3
671761,3
671762,3
671782,3
671848,2
671956,3
672065,3
672126,3
672131,3
672144,3
672328,3
672446,3
672464,3
672571,3
672679,3
672755,2
672878,3
672952,3
672961,3
672994,2
673042,3
673051,2
673108,3
673206,3
673247,3
673303,3
673305,3
673320,3
673371,3
673415,2
673476,3
673482,3
673484,3
673488,3
673490,3
673492,3
673622,2
673659,2
673685,3
673747,3
673772,2
673787,2
673822,3
673908,2
673911,3
673915,3
673979,3
673994,3
674061,3
674123,3
674212,3
674233,3
674261,3
674273,3
674334,3
674337,2.923076923
674361,2
674386,3
674419,2
674438,2
674478,3
674498,2
674501,3
674512,3
674532,3
674554,3
674626,2
674628,3
674631,3
674636,3
674653,3
674901,2
674905,3
674919,3
674939,3
675020,3
675082,3
675118,3
675125,2
675129,2
675198,3
675201,2
675529,3
675600,3
675636,2
675638,2
675647,3
675694,3
675750,2
675758,3
675767,3
675788,3
675841,3
675863,3
675910,2
675912,3
675946,3
675982,3
675995,3
676080,3
676094,3
676097,2
676145,2
676154,3
676172,3
676227,3
676243,3
676245,3
676274,3
676278,2
676310,3
676316,3
676317,3
676340,3
676360,2
676384,3
676415,2
676462,2
676484,3
676486,3
676511,3
676531,3
676675,3
676734,3
676838,3
676909,3
676931,2
677018,3
677041,3
677046,2
677059,3
677124,2
677133,2.947368421
677140,3
677221,3
677224,3
677240,3
677258,3
677307,3
677313,2
677370,3
677391,3
677511,3
677520,3
677528,3
677573,2
677578,2
677581,3
677618,3
677633,3
677747,3
677787,3
677804,3
677879,3
677959,3
678003,3
678019,3
678036,3
678197,2.923076923
678206,2
678307,3
678319,3
678337,3
678354,3
678402,3
678417,2
678463,3
678504,3
678526,2
678678,3
678720,3
678795,2
678803,3
678869,2
678893,3
678952,2
679010,2
679023,3
679035,3
679060,3
679074,3
679105,3
679139,2
679152,3
679194,3
679214,3
679219,3
679223,2
679333,2
679368,3
679375,2
679391,3
679438,2
679451,3
679523,3
679552,3
679629,2
679652,2
679661,2
679685,3
679798,2
679802,3
679809,2
679835,3
679899,3
679918,2
679931,3
679970,2
679983,3
679984,3
680020,3
680035,2
680044,2
680084,3
680139,3
680188,3
680199,3
680200,3
680213,2
680214,2
680229,3
680233,3
680251,3
680255,3
680256,3
680290,3
680310,2
680323,2
680369,2
680384,2.888888889
680404,3
680468,3
680471,2
680533,3
680537,3
680572,3
680745,3
680766,3
680794,2
680799,3
680870,3
680877,3
680885,3
680977,3
680988,2
681015,3
681050,2
681141,2
681159,3
681165,3
681182,3
681205,2
681216,3
681231,3
681280,3
681305,3
681334,3
681338,3
681348,3
681367,2
681415,3
681423,2
681447,2
681463,2
681501,2
681523,2
681552,3
681553,3
681754,2
681785,2
681798,3
681846,2
681962,3
681976,2
682048,3
682103,2
682123,3
682157,3
682158,2
682169,2
682203,3
682251,3
682273,3
682276,3
682288,2
682320,2
682394,3
682404,2
682407,3
682432,2
682444,2
682454,3
682468,2
682493,2
682516,2
682526,3
682540,3
682595,2
682652,3
682663,3
682709,2.857142857
682755,3
682818,3
682828,3
682907,3
682915,3
682951,2
682962,3
682966,3
683043,3
683056,3
683143,2
683152,2
683164,2
683190,3
683243,2
683310,2
683330,2
683417,2
683436,3
683466,2
683479,3
683489,3
683509,2
683554,2
683633,3
683675,3
683755,3
683855,3
683870,3
683889,2
683919,2
683939,2
683966,2
683976,3
684090,2
684102,3
684125,3
684140,2
684152,2
684168,3
684186,2.928571429
684193,2
684228,2
684233,2
684234,2
684250,3
684253,2
684264,2
684332,3
684340,2
684360,3
684361,3
684371,3
684415,3
684436,3
684438,3
684504,3
684542,2
684545,2
684633,2
684642,3
684656,2
684719,2
684753,3
684754,3
684763,3
684774,3
684792,2
684801,3
684829,2
684865,2
684905,2
684918,3
684923,3
684924,3
684941,2.916666667
684968,2
684987,2
684996,2
685012,3
685058,2.833333333
685061,2
685090,2.954545455
685105,2
685113,2
685168,2
685172,2
685191,2.909090909
685213,3
685240,2
685262,3
685276,2
685301,3
685306,2
685317,2
685318,2
685352,2
685398,2
685488,3
685514,2
685516,2
685525,3
685526,3
685536,2
685672,3
685677,3
685716,2
685752,2
685753,2
685769,2
685810,2
685838,2
685842,3
685847,2
685861,3
685905,3
685908,3
685912,3
685972,3
686002,2
686010,3
686034,2
686093,3
686105,3
686121,2
686162,3
686211,2
686234,2
686239,2.833333333
686242,3
686264,2
686316,3
686338,2
686394,2
686431,2
686477,3
686508,2
686526,3
686527,3
686530,2
686538,3
686556,3
686593,2
686602,3
686624,2
686631,3
686682,3
686696,2.961538462
686723,3
686740,2
686811,3
686818,2
686832,2
686847,3
686879,3
686890,3
686896,3
686900,2
686988,2
686996,3
687007,2
687026,3
687041,2
687053,3
687064,3
687070,2
687079,2
687106,2
687167,3
687177,3
687207,2
687211,2
687221,2
687224,2
687233,2
687235,3
687237,2
687238,2
687239,2
687241,2
687260,2
687261,2
687314,3
687315,3
687328,2
687330,3
687371,2.857142857
687532,3
687563,3
687579,2
687620,2
687656,2
687661,3
687684,2
687699,2
687700,3
687772,2
687805,2
687810,3
687821,3
687839,3
687853,3
687900,2
687911,2
687952,3
687988,2
687993,3
688052,3
688076,2
688078,3
688098,2
688109,2
688152,3
688166,3
688168,3
688199,3
688204,3
688210,3
688231,2
688234,3
688284,3
688291,2.928571429
688328,2
688330,3
688359,2
688378,2
688389,3
688394,3
688457,3
688499,3
688510,3
688519,3
688577,3
688580,2
688588,3
688609,2
688632,3
688641,3
688644,2.95
688678,3
688694,3
688754,2
688782,3
688807,2
688930,3
688931,3
689006,3
689120,3
689126,3
689174,3
689184,3
689214,3
689240,2
689268,2
689275,2
689284,2
689307,2
689333,2
689346,3
689366,3
689423,2
689425,3
689427,2
689454,3
689472,2
689517,3
689540,3
689543,2
689561,3
689569,3
689577,3
689598,2.961538462
689600,3
689617,2.952380952
689624,3
689661,3
689684,3
689699,3
689730,3
689842,2
689854,2
689877,3
689890,3
689916,2.941176471
689927,2
689930,2
689963,2
689985,3
689999,2
690127,3
690167,2
690179,3
690192,3
690202,2
690215,2
690257,2
690276,2.95
690371,3
690377,3
690398,3
690522,3
690606,3
690650,3
690652,2
690673,3
690676,3
690718,2.857142857
690727,3
690814,3
690815,2
690816,3
690872,3
690929,3
690931,3
691070,3
691156,2
691173,3
691181,3
691282,2
691333,2
691336,2
691342,3
691355,2
691370,3
691377,3
691399,3
691460,2
691486,3
691499,3
691576,3
691577,3
691583,3
691598,3
691599,3
691606,3
691725,3
691746,3
691792,3
691794,2
691826,2
691840,3
691856,3
691859,2
691865,3
691882,2
691889,2
691902,3
691920,3
691923,2
691956,3
691974,2
691994,2
691999,3
692045,2
692059,3
692084,3
692086,3
692102,3
692112,3
692144,3
692179,3
692227,3
692274,3
692280,2
692407,3
692413,3
692474,2
692485,3
692602,3
692668,3
692733,2
692781,2
692828,2
692836,2
692864,3
692866,3
692867,2
692872,2
692874,2.933333333
692878,3
692933,3
693010,3
693023,3
693046,3
693059,2
693066,3
693070,3
693074,3
693085,2
693109,2
693218,2
693235,2
693257,2
693300,3
693343,2
693363,3
693430,3
693460,3
693475,3
693478,3
693489,3
693501,3
693536,3
693591,2
693603,3
693654,2
693732,3
693735,2
693836,2
693841,2
693889,3
693938,3
693974,2
693989,3
694209,2
694216,2
694311,3
694314,3
694321,3
694342,3
694344,3
694361,2
694381,2.857142857
694419,3
694429,3
694543,3
694610,2
694649,3
694695,2
694709,3
694716,2
694749,3
694767,2
694818,3
694821,3
694827,3
694838,3
694883,3
694884,3
695023,3
695113,2
695117,3
695118,3
695141,3
695155,3
695165,3
695168,3
695179,3
695187,2
695190,3
695203,3
695222,2
695236,2
695258,3
695283,3
695359,3
695361,2
695397,3
695430,2
695469,3
695474,2
695608,2
695630,2
695653,3
695688,2
695708,3
695726,3
695729,3
695753,2
695791,2
695811,3
695820,3
695828,3
695923,3
695938,2.972222222
695985,3
695990,3
696020,3
696065,3
696085,3
696114,3
696159,3
696216,3
696232,3
696256,3
696272,3
696345,2
696356,3
696369,2
696371,3
696383,2
696404,3
696407,3
696410,3
696439,3
696453,3
696482,3
696522,2
696531,3
696538,3
696549,3
696611,3
696612,2
696615,3
696642,3
696644,2
696645,3
696719,3
696769,3
696934,3
696935,2
696942,3
696950,3
696976,3
697008,2
697021,2
697085,2
697146,3
697168,3
697173,2
697207,3
697209,3
697252,3
697263,2
697268,3
697316,3
697324,3
697346,3
697356,3
697370,3
697383,2
697402,2
697425,2
697473,2
697580,3
697731,3
697740,3
697761,3
697815,3
697827,3
697837,3
697880,3
697907,3
697908,3
697935,3
697945,3
697950,3
698005,2
698050,2
698130,2
698198,3
698249,2
698256,2
698266,3
698347,3
698431,3
698433,3
698452,3
698467,3
698476,2.962962963
698512,2
698513,2
698551,3
698557,3
698572,2
698611,3
698666,3
698737,3
698742,2
698744,2
698746,3
698756,2
698783,3
698785,3
698791,3
698840,2
698855,3
698879,2
698904,3
698908,3
698923,2
699014,3
699086,2
699155,3
699161,3
699190,3
699224,3
699262,3
699268,3
699324,3
699398,3
699438,2
699448,3
699454,2
699465,3
699471,3
699491,2
699608,2
699650,3
699687,3
699740,2
699778,2
699780,3
699809,3
699815,2
699850,2
699851,2
699970,2
700005,3
700030,3
700037,3
700041,2
700057,2
700117,3
700127,2.875
700212,3
700250,3
700333,3
700367,2
700392,2.857142857
700426,3
700461,2
700474,2
700495,3
700509,2
700521,2
700562,3
700588,2
700606,3
700691,2
700696,3
700721,3
700846,3
700894,3
700917,3
700921,3
700926,2
700966,3
701058,3
701132,2
701195,3
701200,2
701276,3
701279,3
701298,3
701357,2
701399,3
701418,2
701449,3
701532,3
701543,3
701548,3
701581,3
701622,2
701650,3
701693,3
701750,3
701756,3
701784,3
701841,3
701847,2
701866,3
701879,2
701889,3
701909,2
701985,3
702050,3
702059,3
702098,3
702104,3
702161,2
702178,3
702227,3
702266,3
702269,2
702300,3
702303,3
702316,3
702380,3
702430,3
702478,2
702490,3
702518,3
702522,3
702618,2
702649,2
702783,3
702822,3
702846,2
702856,3
702867,2
702914,3
702927,3
703055,2
703067,3
703069,2
703074,3
703079,2
703192,3
703194,2
703220,2.888888889
703243,2
703271,2
703296,3
703305,2
703315,2
703352,2
703366,2
703380,3
703404,2
703442,2
703470,2
703489,3
703512,3
703518,3
703529,3
703594,3
703639,3
703661,3
703695,2
703704,3
703726,3
703752,2
703824,3
703857,2
703866,2
703869,2.857142857
703905,3
703936,2
703939,3
703943,3
703948,3
703959,2
704014,2
704052,2
704080,2
704091,3
704092,2
704124,2.916666667
704158,2
704159,3
704239,2
704248,3
704263,3
704326,2
704327,2
704332,2
704385,2.857142857
704415,2.947368421
704521,2
704563,2
704583,3
704594,3
704645,3
704658,2
704686,3
704714,2
704821,3
704871,3
704952,3
704953,2
704960,3
704979,3
704998,2.928571429
705002,3
705065,3
705106,2
705140,2
705162,3
705168,3
705184,3
705196,2
705210,3
705229,2
705296,3
705310,2
705325,2
705329,3
705365,3
705371,3
705388,3
705415,2
705422,2
705482,3
705485,2
705502,2
705515,3
705520,2
705579,2
705594,3
705612,3
705625,3
705726,2
705746,2
705757,3
705809,2
705838,3
705840,3
705847,2
705884,3
705894,3
705957,2
705967,3
705974,3
705976,2.944444444
705980,3
706000,3
706006,3
706047,3
706069,2
706099,2
706200,2
706203,2
706218,3
706230,3
706298,3
706357,2
706361,2
706364,2
706368,2
706397,3
706447,3
706479,2
706482,2
706487,2
706551,2
706565,2
706589,2
706590,3
706595,2
706645,3
706689,2
706696,3
706721,2
706725,2
706748,3
706754,3
706771,3
706801,2
706873,3
706906,3
706951,3
706976,3
707007,2
707074,3
707113,3
707114,2
707148,3
707194,3
707211,2
707212,3
707216,3
707222,3
707235,3
707239,3
707240,3
707256,2
707257,3
707266,3
707328,3
707396,2
707401,3
707426,2
707486,2
707491,3
707501,3
707508,2
707517,3
707520,2
707530,3
707593,2
707637,3
707661,3
707665,2
707674,3
707678,3
707697,3
707730,3
707731,3
707754,2
707757,3
707776,3
707850,2
707860,2
707863,3
707868,3
707869,2
707943,3
707962,2
708005,2
708044,3
708054,3
708081,3
708096,3
708101,2
708107,3
708116,3
708131,3
708148,2
708151,2
708177,3
708189,3
708193,3
708200,2
708205,3
708229,3
708258,3
708290,2
708305,3
708335,3
708337,3
708339,3
708362,2
708370,2
708405,2.888888889
708423,3
708442,3
708495,2
708504,3
708511,3
708518,3
708543,3
708593,2
708605,3
708623,3
708630,2
708655,2.9375
708677,2
708678,3
708679,2
708718,3
708731,2
708747,3
708753,2
708758,2
708759,2
708763,3
708788,2
708807,2
708829,3
708835,3
708867,2
708874,2
708902,2
708915,3
708951,3
708992,2
709027,2
709050,3
709053,2
709072,2
709083,3
709101,2
709114,2
709116,2.928571429
709135,3
709146,2
709181,3
709184,2.833333333
709186,3
709196,2
709197,2
709206,2
709208,2
709209,2
709244,3
709245,3
709246,3
709255,2
709280,2
709297,2
709348,3
709356,3
709418,2
709423,3
709456,3
709479,3
709481,3
709510,2
709511,2
709516,2
709519,2
709525,2
709560,3
709621,2
709628,2
709630,2
709636,3
709653,2.947368421
709659,3
709670,2
709679,3
709706,2
709720,2
709735,2
709746,2
709757,2
709775,3
709809,3
709841,2
709844,3
709852,3
709863,3
709877,3
709901,3
709927,3
709934,3
709974,2
709990,2
709997,3
710001,2
710085,3
710097,2
710134,2
710148,2
710171,2
710210,3
710212,2
710213,2
710214,3
710219,2
710225,2
710245,2.833333333
710257,3
710292,3
710304,3
710343,3
710385,3
710414,3
710421,3
710489,3
710506,2
710530,2
710536,2
710544,2
710546,2
710558,2
710563,3
710572,3
710581,2
710604,3
710609,2
710618,2
710623,3
710669,3
710677,2
710708,3
710710,3
710755,3
710780,3
710791,2
710795,3
710804,3
710835,3
710846,2
710876,3
710912,3
710948,2
710967,2
710971,3
710982,2
711018,3
711047,2
711065,3
711113,2
711118,2
711134,2
711135,3
711146,3
711151,2
711197,2
711208,2
711222,2
711223,3
711226,2
711252,2
711284,3
711288,2
711294,3
711324,3
711328,2
711346,2
711385,2
711432,2
711447,3
711474,2
711476,2
711478,2
711491,2
711497,2
711498,2
711499,3
711506,3
711544,2
711545,2
711570,3
711571,2
711578,3
711632,2
711645,3
711654,2
711678,3
711687,3
711701,2
711721,2
711781,2
711807,3
711812,2
711888,3
711889,2.875
711892,3
712010,2
712014,3
712026,2.833333333
712031,2
712050,3
712102,3
712131,2
712135,3
712166,3
712190,2
712235,2
712250,2
712255,3
712263,2
712307,3
712331,2
712335,2
712354,3
712358,2
712368,2
712375,3
712378,2
712382,2
712395,3
712397,3
712406,2
712461,2
712481,3
712505,3
712518,2
712526,3
712528,2
712555,3
712606,2
712618,2
712638,2
712649,3
712665,2
712671,2
712673,2
712677,3
712695,2
712712,2
712726,2
712782,3
712786,2
712802,2
712860,2
712882,2
712885,3
712887,2
712911,3
712913,3
712922,3
712942,3
712948,2
712980,2
712997,2
713000,2
713001,2
713029,2
713030,2
713088,3
713093,3
713103,3
713104,3
713107,3
713108,2
713111,3
713113,3
713128,2
713159,3
713171,3
713179,2
713247,2
713292,2
713294,3
713304,2
713305,3
713331,2
713344,3
713347,2
713387,3
713392,2
713415,3
713431,3
713437,2
713485,3
713486,3
713489,2
713498,3
713514,2
713518,3
713584,2
713585,2
713626,2
713650,3
713676,3
713714,2
713763,2
713766,2
713796,2
713805,2
713808,3
713809,3
713816,2
713851,2
713900,3
713901,3
713906,3
713908,3
713916,2
713965,3
713990,2
714027,2
714049,3
714072,2
714086,3
714089,2
714090,2
714119,2
714144,2
714205,2.923076923
714242,2
714282,2
714304,2
714322,3
714341,2
714351,2
714357,2.970588235
714359,3
714372,2
714414,2.916666667
714434,3
714448,2.9375
714463,3
714476,2
714542,2
714550,2
714551,3
714577,2
714587,2
714592,3
714609,2
714623,3
714633,2
714651,2
714683,2
714705,3
714725,2
714758,3
714777,2
714790,3
714806,3
714872,2
714877,2
714902,3
714946,2
714950,3
714972,2
714978,2
714999,2
715002,3
715077,2
715105,3
715126,2
715128,2
715145,3
715169,2
715182,3
715196,2
715197,3
715228,2
715230,2
715249,2
715252,2
715278,2
715282,2
715326,3
715337,3
715342,3
715356,3
715361,2
715369,2
715376,3
715393,3
715417,2
715424,3
715427,2
715436,3
715442,2
715451,2
715465,2
715499,2
715501,2
715512,3
715536,3
715591,3
715592,2
715603,2
715605,2
715614,3
715623,3
715635,2
715726,2
715762,2
715771,2.928571429
715783,2
715785,2
715814,2
715823,2
715851,2
715863,3
715865,2
715866,3
715886,3
715926,3
715984,3
716011,2
716020,3
716070,2
716072,3
716094,2
716121,3
716165,2
716194,2
716211,2
716215,2
716216,2
716220,2
716287,2
716296,2
716299,2
716339,2
716378,2
716404,2
716410,2
716420,2
716436,3
716497,3
716498,2
716543,3
716569,2
716575,2
716603,3
716617,3
716619,3
716670,2
716712,3
716722,3
716821,2
716907,3
716914,3
716933,3
716957,2
716958,3
716971,2
716989,3
716991,2
717003,3
717005,2
717016,2
717040,2
717049,2
717083,3
717090,2
717091,2
717132,2
717133,3
717151,2
717201,3
717215,3
717274,2
717288,2
717307,3
717332,3
717373,3
717418,3
717424,2
717430,3
717444,3
717456,3
717457,2
717477,3
717480,3
717483,2
717489,3
717514,2
717585,2.875
717608,2
717631,3
717655,3
717656,2
717664,3
717676,3
717684,3
717713,3
717728,2
717741,2
717761,3
717775,2
717794,3
717822,3
717891,3
717899,2
717918,2
717935,2
717940,2
717958,2.857142857
717978,2.923076923
718007,2
718043,2
718073,3
718079,3
718102,2
718125,2
718140,2
718160,2
718176,2
718192,2
718193,2
718207,3
718232,3
718245,2
718256,3
718292,2
718296,3
718323,3
718368,3
718412,2
718417,2
718505,2
718533,2
718541,2
718546,3
718572,2
718595,3
718603,3
718605,2
718606,2.875
718620,2
718622,3
718679,3
718688,3
718712,3
718733,2
718734,3
718796,2
718815,3
718819,2
718828,2
718835,2
718860,2
718874,2
718904,2
718909,2
718941,3
718960,2
718977,2
718988,2
718989,3
719015,2
719025,3
719040,3
719143,2
719156,2
719158,2
719195,2
719197,3
719199,2
719224,3
719251,3
719264,3
719273,3
719280,2
719295,2
719302,2
719310,2
719313,2
719317,2
719318,2
719320,2
719327,2.928571429
719363,2.857142857
719373,3
719401,2
719410,2
719417,2
719454,2
719496,2
719503,2
719544,3
719553,2
719556,2
719604,3
719615,2
719640,3
719642,2
719650,2
719665,2
719688,2
719692,2
719716,2
719753,2
719761,2
719766,2
719795,2
719797,2
719813,3
719825,2
719829,3
719831,2
719837,2
719839,2
719848,3
719850,2
719861,2
719864,3
719879,3
719881,3
719885,3
719894,2
719910,3
719953,2.857142857
719972,3
720005,2
720013,2
720029,2
720057,2
720061,2
720067,2
720093,2
720095,3
720141,2
720149,3
720188,3
720210,3
720226,2
720230,3
720253,2
720254,2
720259,3
720301,3
720312,2
720316,2
720320,3
720361,3
720377,2
720380,3
720383,3
720401,2
720415,3
720447,2
720452,2
720470,3
720496,2
720504,2
720509,2
720598,3
720600,2.875
720604,2
720611,2
720643,2
720652,2
720659,3
720663,2
720682,2
720690,3
720711,2
720713,2
720721,2
720723,2
720751,2
720755,2
720758,3
720771,3
720852,2
720886,3
720901,2
720906,3
720933,3
721013,2
721040,3
721059,3
721081,2.9375
721084,3
721088,3
721104,2.974358974
721106,3
721116,3
721118,2
721119,2
721143,2
721148,2
721149,2
721161,2
721167,2
721170,3
721173,2
721209,2
721223,3
721234,3
721251,2
721257,3
721272,2
721274,2
721305,3
721315,2
721358,2
721408,2
721412,3
721416,3
721435,2
721448,2
721508,2
721541,2
721569,3
721595,2
721599,3
721614,3
721637,2
721655,3
721698,2
721730,3
721752,3
721770,3
721779,3
721797,3
721827,2
721830,2
721849,2
721866,2
721880,3
721890,3
721909,2.875
721942,2.875
721964,2
721973,2.933333333
721978,3
721979,2
721985,2
721987,2
721990,2
721991,2
721995,2
721996,2
721999,2
722001,2
722002,2
722009,2
722010,2
722017,2
722023,2
722038,2
722039,2
722040,2
722042,2
722055,2
722056,3
722066,2
722071,2
722073,2
722079,3
722083,2
722094,2
722098,2
722104,2
722115,2
722122,3
722123,2
722124,3
722155,2
722168,2
722171,2.933333333
722189,2
722245,3
722265,2
722275,2
722288,2
722315,2
722316,2
722331,3
722368,2
722371,3
722396,2
722399,2
722407,2
722410,2
722421,2
722433,3
722443,2
722449,2
722452,2
722456,2
722472,2
722488,3
722490,3
722495,2
722511,2
722513,3
722527,2
722534,2
722601,2
722615,3
722634,2
722651,2
722655,3
722677,2
722687,2
722716,2
722723,3
722754,2
722757,2
722766,2
722771,2.833333333
722790,2
722807,3
722814,2
722821,2
722823,3
722826,2
722827,2
722829,2
722830,2
722831,2
722832,2
722833,2
722842,2
722844,3
722874,2
722876,2
722889,2
722890,3
722897,3
722930,3
722934,2
722942,2
722948,3
722954,3
722955,2
722961,3
722990,2
723103,2
723111,3
723123,2
723126,2
723145,2
723155,3
723166,2
723175,2
723177,2
723179,2
723182,2
723195,2
723207,3
723213,2
723216,3
723226,2
723246,2
723250,2
723255,2
723263,2
723276,2
723286,2.888888889
723305,2
723318,3
723336,2
723353,2
723366,2
723369,3
723391,2
723442,2
723457,3
723498,2
723507,2
723509,3
723535,3
723537,2
723538,2
723551,2
723576,3
723589,2.875
723592,2
723628,2
723631,3
723639,3
723670,2
723689,3
723690,2
723724,3
723776,3
723785,2
723800,2
723812,2
723825,2
723878,3
723886,2
723906,3
723921,2
723927,2
723941,3
723969,3
723973,2
723976,2
723996,3
723997,3
723998,2
724007,3
724016,3
724021,2
724038,2
724039,2
724044,2
724048,3
724054,2
724055,3
724097,2
724098,3
724101,3
724118,2
724150,3
724192,2
724221,3
724223,3
724242,2
724246,2
724260,3
724321,2
724326,2
724339,3
724369,3
724382,3
724400,2
724411,3
724442,2
724460,2
724468,3
724510,2.971428571
724515,2
724649,3
724659,2
724661,2
724682,2
724706,2
724736,3
724752,2
724793,2
724801,3
724821,2
724829,3
724836,2
724847,3
724849,2
724860,3
724879,2
724898,3
724904,2
724925,2
724934,3
724960,2
724969,3
724981,3
725010,2
725017,3
725023,2
725035,2
725058,2
725082,2
725103,2
725107,2
725115,2
725126,2
725130,2
725141,2
725142,2
725146,2
725155,3
725179,2
725190,2
725193,3
725210,2.947368421
725211,2
725212,2
725248,2
725255,2
725268,2
725289,3
725304,3
725310,2
725311,2
725316,3
725338,2
725347,3
725357,3
725401,3
725408,2
725436,2
725456,2
725476,3
725513,3
725555,3
725572,3
725573,2
725595,2
725604,3
725615,2
725619,3
725636,2
725655,2
725669,2
725673,3
725710,2
725720,2
725722,2
725746,2
725760,3
725772,2
725802,2
725835,2
725847,2
725848,3
725852,3
725899,2
725920,2
725924,2
725936,3
725995,3
726000,3
726013,2
726023,3
726037,2
726041,3
726047,3
726081,3
726091,3
726107,2
726117,2
726144,3
726149,2
726152,2
726178,2
726191,3
726213,3
726220,3
726237,2
726239,3
726260,3
726279,2
726303,3
726344,2
726345,2
726368,3
726377,2
726405,3
726439,3
726442,2
726471,3
726523,2
726570,3
726580,2
726587,3
726603,2
726604,3
726609,3
726618,3
726620,2
726621,3
726627,3
726628,2
726629,2
726636,3
726639,3
726686,2
726694,3
726739,3
726742,3
726762,2
726826,2
726869,3
726922,3
726938,2
726971,3
726974,3
726981,2
726983,3
727004,2
727036,3
727052,3
727054,3
727115,2.965517241
727194,3
727233,3
727293,3
727296,3
727300,3
727318,3
727328,2
727351,2
727362,2
727377,2
727403,3
727419,3
727432,2
727435,3
727445,3
727446,3
727462,3
727467,3
727483,3
727549,3
727569,3
727615,3
727641,2
727651,2
727678,3
727683,2
727758,3
727772,2
727780,2
727798,3
727800,2
727896,3
727966,3
727972,3
728002,2
728060,3
728164,3
728222,3
728248,2
728293,3
728295,3
728297,3
728302,3
728394,2
728419,3
728505,3
728512,3
728526,3
728555,2
728579,3
728690,3
728697,2
728710,3
728736,3
728760,3
728783,3
728804,3
728864,3
728878,3
728902,3
728951,3
728952,2
728962,2.909090909
728967,2
729090,3
729130,3
729200,3
729260,3
729267,2
729324,3
729333,3
729443,3
729464,3
729500,3
729590,3
729693,3
729703,3
729731,3
729736,3
729743,3
729830,3
729831,3
729839,3
729845,3
729883,3
729951,3
730077,3
730099,3
730114,3
730115,3
730155,2
730216,3
730306,3
730371,3
730418,3
730445,3
730496,3
730527,3
730734,3
730772,3
730782,2
730800,3
730806,3
730824,3
730876,3
730912,3
730915,3
731000,3
731073,3
731074,3
731079,3
731122,3
731192,3
731195,3
731197,3
731229,3
731244,3
731280,3
731341,3
731390,3
731453,3
731467,3
731486,3
731501,2.9
731520,3
731591,3
731607,3
731612,3
731748,3
731773,3
731782,3
731809,2.888888889
731819,3
731914,3
731996,3
732082,3
732123,2
732168,3
732202,2
732298,3
732405,3
732411,3
732487,3
732598,3
732604,3
732607,3
732608,3
732872,3
732890,3
732897,3
732914,3
732938,3
732950,3
732957,3
732965,3
733074,3
733076,3
733099,3
733105,3
733106,3
733190,3
733222,3
733393,3
733479,3
733504,2
733516,3
733529,3
733581,3
733668,3
733683,2
733697,3
733704,3
733707,3
733730,3
733767,3
733770,2
733774,3
733779,2
733896,2
733908,3
733912,3
733953,3
734001,3
734104,3
734121,3
734122,3
734211,2
734227,3
734245,3
734265,3
734307,3
734314,2
734358,3
734365,3
734374,3
734426,3
734522,3
734644,2
734646,3
734656,3
734732,3
734748,3
734755,3
734798,3
734874,2
735023,3
735077,3
735078,3
735157,3
735180,3
735236,3
735334,3
735397,3
735461,3
735471,3
735479,3
735481,3
735501,3
735514,2
735573,3
735584,3
735587,3
735629,3
735630,3
735660,3
735685,3
735713,3
735729,3
735794,3
735826,3
735902,3
735917,3
736032,3
736085,2
736134,2.857142857
736157,3
736173,2
736184,3
736296,3
736307,3
736386,3
736418,2
736431,3
736445,3
736509,3
736556,3
736610,3
736637,2
736698,3
736916,3
736922,3
736991,3
736998,3
737033,3
737057,2
737167,2
737221,2
737229,2
737287,3
737436,3
737461,3
737463,3
737490,3
737506,2
737552,3
737566,3
737715,3
737776,3
737882,3
737951,3
737965,3
738043,3
738087,3
738131,3
738149,3
738162,2
738187,3
738198,3
738212,3
738218,3
738338,2
738403,2
738484,3
738511,3
738545,3
738557,3
738592,3
738610,3
738642,3
738645,3
738648,2
738663,3
738667,3
738680,3
738694,3
738698,3
738740,3
738906,2
738911,3
738953,3
738956,3
738964,2
738969,2
738984,3
739006,3
739125,3
739143,3
739148,3
739162,3
739168,3
739171,3
739194,3
739210,3
739231,3
739270,3
739278,3
739353,2
739478,3
739587,3
739610,3
739627,3
739631,3
739646,2
739665,3
739793,3
739825,3
739828,3
739841,3
739896,3
739990,3
740038,3
740056,3
740086,3
740145,3
740210,3
740212,3
740219,3
740240,2
740290,3
740320,3
740331,3
740373,3
740402,3
740410,3
740420,2
740492,3
740602,3
740603,3
740622,3
740637,3
740639,3
740712,3
740773,3
740783,3
740785,3
740808,3
740853,3
740937,3
740966,3
740989,3
740991,3
740992,2
741029,3
741051,3
741088,3
741105,3
741200,3
741218,3
741225,3
741255,2
741383,3
741393,3
741496,2.9
741497,3
741572,3
741578,3
741613,3
741642,3
741681,3
741757,3
741759,3
741840,3
741862,3
741874,2
741893,2
741898,3
741937,3
741945,3
741962,3
741996,2
742002,3
742005,3
742011,3
742053,3
742077,3
742107,3
742154,3
742214,3
742215,3
